Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
90,bertelsmann se  co kgaa,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,79%,Good,bertelsmann se  co,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,21%,Possible,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Germany,Germany,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
91,bertelsmann se kgaa,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,63%,Good,bertelsmann se,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,42%,Possible,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Germany,Germany,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
92,bevco lux sarl,https://permid.org/1-5052148475,Bevco Lux SARL,92%,Excellent,bevco lux,https://permid.org/1-5052148475,Bevco Lux SARL,92%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
93,bmw finance nv,https://permid.org/1-4298251653,BMW Financial Services Belgium NV,23%,Possible,bmw finance,,,,No Match,False,0,0,0,0,0,0
94,borealis ag,https://permid.org/1-4298142340,Borealis AG,92%,Excellent,borealis,,,,No Match,False,Chemicals,Chemicals,Basic Materials,Austria,Austria,"Producers and refiners of agricultural, commodity and specialty chemicals."
95,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygue,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
96,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygue,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
97,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygue,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,Includes also manufacturers of heavy machinery for permanent installation.
98,bouygues sa,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
99,bouygues sa,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
100,bouygues sa,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,bouygues,https://permid.org/1-4295867226,Bouygues SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,Includes also manufacturers of heavy machinery for permanent installation.
101,bp capital markets bv,https://permid.org/1-5076380855,BP Capital Markets BV,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
102,bp capital markets bv,https://permid.org/1-5076380855,BP Capital Markets BV,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,Netherlands,Includes bank holding companies.
103,bp capital markets bv,https://permid.org/1-5076380855,BP Capital Markets BV,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
104,bp capital markets plc,https://permid.org/1-4296765192,BP Capital Markets PLC,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,United Kingdom,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
105,bp capital markets plc,https://permid.org/1-4296765192,BP Capital Markets PLC,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,United Kingdom,Includes bank holding companies.
106,bp capital markets plc,https://permid.org/1-4296765192,BP Capital Markets PLC,92%,Excellent,bp capital markets,https://permid.org/1-5000029986,BP Capital Markets America Inc,36%,Possible,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,United Kingdom,"Excludes providers of investment banking services, classified in Investment Banking."
107,brenntag finance bv,https://permid.org/1-5035396659,Brenntag Finance BV,92%,Excellent,brenntag finance,https://permid.org/1-5035396659,Brenntag Finance BV,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,"Producers and refiners of agricultural, commodity and specialty chemicals."
108,brisa concessao rodoviaria,https://permid.org/1-5001421091,Brisa Concessao Rodoviaria SA,83%,Good,brisa concessao rodoviaria,https://permid.org/1-5001421091,Brisa Concessao Rodoviaria SA,83%,Good,True,Transport Infrastructure,Transportation,Industrials,Portugal,Portugal,"Owners and operators of highways, rail tracks, airports, and marine ports."
109,brussels airport company sanv,https://permid.org/1-5000877078,Brussels Airport,12%,Possible,brussels airport company,https://permid.org/1-4297650390,Brussels Airport Company NV,92%,Excellent,False,Transport Infrastructure,Transportation,Industrials,Belgium,Belgium,"Owners and operators of highways, rail tracks, airports, and marine ports."
110,bunge finance europe bv,https://permid.org/1-5000214282,Bunge Finance Europe BV,92%,Excellent,bunge finance europe,https://permid.org/1-5000214282,Bunge Finance Europe BV,60%,Good,True,Banking Services,Banking & Investment Services,Financials,United States,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
111,bunge finance europe bv,https://permid.org/1-5000214282,Bunge Finance Europe BV,92%,Excellent,bunge finance europe,https://permid.org/1-5000214282,Bunge Finance Europe BV,60%,Good,True,Banking Services,Banking & Investment Services,Financials,United States,Netherlands,Includes bank holding companies.
112,bunge finance europe bv,https://permid.org/1-5000214282,Bunge Finance Europe BV,92%,Excellent,bunge finance europe,https://permid.org/1-5000214282,Bunge Finance Europe BV,60%,Good,True,Banking Services,Banking & Investment Services,Financials,United States,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
113,buzzi unicem spa,https://permid.org/1-4295875751,Buzzi Unicem SpA,92%,Excellent,buzzi unicem,https://permid.org/1-4295875751,Buzzi Unicem SpA,92%,Excellent,True,Construction Materials,Mineral Resources,Basic Materials,Italy,Italy,Miners and producers of raw materials for road and building construction.
114,buzzi unicem spa,https://permid.org/1-4295875751,Buzzi Unicem SpA,92%,Excellent,buzzi unicem,https://permid.org/1-4295875751,Buzzi Unicem SpA,92%,Excellent,True,Construction Materials,Mineral Resources,Basic Materials,Italy,Italy,"Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
115,ca immobilien anlagen ag,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92%,Excellent,ca immobilien anlagen,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
116,ca immobilien anlagen ag,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92%,Excellent,ca immobilien anlagen,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
117,cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92%,Excellent,cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92%,Excellent,True,Software & IT Services,Software & IT Services,Technology,France,France,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
118,carmila,https://permid.org/1-4297628655,Carmila SA,55%,Possible,carmila,https://permid.org/1-4297628655,Carmila SA,55%,Possible,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
119,carrefour sa,https://permid.org/1-4295866751,Carrefour SA,92%,Excellent,carrefour,https://permid.org/1-4295866751,Carrefour SA,92%,Excellent,True,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,France,France,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores."
120,caterpillar intl finance ltd,,,,No Match,caterpillar intl finance,https://permid.org/1-4296547049,Caterpillar International Finance DAC,92%,Excellent,False,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Ireland,Ireland,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
121,ceetrus sa,https://permid.org/1-5057945093,Ceetrus Finance SA,49%,Possible,ceetrus,https://permid.org/1-5057945093,Ceetrus Finance SA,33%,Possible,True,0,0,0,0,0,0
122,cellnex finance company sau,,,,No Match,cellnex finance company,https://permid.org/1-5079192042,Cellnex Finance Company SA,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
123,cellnex finance company sau,,,,No Match,cellnex finance company,https://permid.org/1-5079192042,Cellnex Finance Company SA,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Spain,Spain,Includes bank holding companies.
124,cellnex finance company sau,,,,No Match,cellnex finance company,https://permid.org/1-5079192042,Cellnex Finance Company SA,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Excludes providers of investment banking services, classified in Investment Banking."
125,cellnex telecom sa,https://permid.org/1-5043416261,Cellnex Telecom SA,92%,Excellent,cellnex telecom,https://permid.org/1-5043416261,Cellnex Telecom SA,92%,Excellent,True,Telecommunications Services,Telecommunications Services,Technology,Spain,Spain,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
126,cepsa finance saflds,,,,No Match,cepsa finance safld,,,,No Match,False,0,0,0,0,0,0
127,ciba spc chem fin lxbg sa,,,,No Match,ciba spc chem fin lxbg,,,,No Match,False,0,0,0,0,0,0
128,citycon oyj,https://permid.org/1-4295866323,Citycon Oyj,92%,Excellent,citycon,https://permid.org/1-4295866323,Citycon Oyj,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
129,citycon oyj,https://permid.org/1-4295866323,Citycon Oyj,92%,Excellent,citycon,https://permid.org/1-4295866323,Citycon Oyj,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
130,citycon treasury bv,https://permid.org/1-5044006655,Citycon Treasury BV,92%,Excellent,citycon treasury,https://permid.org/1-5044006655,Citycon Treasury BV,92%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
131,ck hutchison grp telefin sa,,,,No Match,ck hutchison grp telefin,,,,No Match,False,0,0,0,0,0,0
132,cnh industrial finance eurosa,,,,No Match,cnh industrial finance euro,,,,No Match,False,0,0,0,0,0,0
133,coca cola hbc finance bv,https://permid.org/1-4296869348,Coca Cola HBC Finance BV,92%,Excellent,coca cola hbc finance,https://permid.org/1-5000022650,Coca-Cola HBC Finance PLC,92%,Excellent,False,Beverages,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
134,coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92%,Excellent,coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,France,France,Generators and distributors of electric power.
135,coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92%,Excellent,coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,France,France,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
